"income","spread","loan.amount","high.rate","black","woman"
101,0,181,0,0,0
52,0,201,0,0,0
37,0,23,0,0,0
37,0,91,0,0,0
64,0,148,0,0,0
141,0,183,0,0,1
146,0,218,0,0,0
92,0,183,0,0,0
146,0,41,0,0,0
46,0,141,0,0,0
76,0,150,0,0,0
127,0,26,0,0,0
119,0,231,0,0,1
130,0,140,0,0,0
68,0,250,0,0,1
50,0,160,0,0,0
60,0,225,0,0,0
60,0,139,0,0,1
142,0,171,0,0,0
50,0,135,0,0,1
127,0,140,0,0,0
41,0,150,0,0,0
103,0,217,0,0,0
33,0,140,0,0,0
53,0,109,0,0,0
67,0,202,0,0,1
101,0,225,0,1,0
350,0,381,0,0,0
350,0,71,0,0,0
72,0,170,0,1,0
92,0,34,0,0,0
100,0,65,0,0,0
56,0,120,0,0,0
51,0,87,0,0,0
60,0,50,0,0,1
250,0,193,0,0,0
30,0,87,0,0,1
39,0,195,0,0,0
73,0,262,0,0,0
51,3.05,171,1,0,1
88,3.29,168,1,0,1
188,4.42,271,1,0,0
75,0,166,0,0,0
72,0,341,0,0,0
98,0,144,0,0,0
66,0,122,0,0,1
334,3.25,454,1,0,1
93,0,213,0,0,0
197,0,452,0,0,0
61,0,60,0,0,0
98,0,188,0,0,0
87,0,150,0,0,0
111,0,239,0,0,1
119,3.08,309,1,0,0
54,3.67,195,1,0,1
68,0,222,0,0,1
38,0,92,0,0,0
30,0,89,0,0,0
77,0,164,0,0,0
38,0,23,0,0,0
144,0,71,0,0,0
120,0,252,0,0,0
37,0,116,0,0,0
225,3.7,333,1,0,0
76,0,171,0,0,0
60,0,145,0,0,0
126,0,245,0,0,0
28,0,96,0,0,0
99,0,152,0,0,0
75,0,172,0,0,0
42,0,146,0,0,0
92,0,182,0,0,1
173,4.25,71,1,0,0
319,0,284,0,1,1
42,0,37,0,0,0
34,0,127,0,0,1
111,0,194,0,0,0
97,0,346,0,0,0
203,0,52,0,0,0
44,0,165,0,0,0
60,0,220,0,0,1
51,0,125,0,0,1
300,0,321,0,0,0
49,0,152,0,0,1
194,0,574,0,0,0
49,0,186,0,1,0
36,0,74,0,0,1
81,0,110,0,0,1
89,0,195,0,0,0
126,0,73,0,0,0
78,0,197,0,0,0
160,0,404,0,0,1
68,0,110,0,0,0
203,0,416,0,0,0
62,0,219,0,0,1
39,0,146,0,0,0
300,0,81,0,0,1
414,0,431,0,0,0
182,0,268,0,0,1
114,0,140,0,0,0
168,0,325,0,0,0
83,0,165,0,0,0
66,0,184,0,0,0
85,0,185,0,0,0
83,0,41,0,0,0
90,0,399,0,0,1
300,0,432,0,0,1
40,0,130,0,0,0
82,0,202,0,0,0
78,0,181,0,0,0
40,0,80,0,1,1
86,0,226,0,0,0
93,0,261,0,0,0
53,0,189,0,0,1
126,0,160,0,0,0
111,0,170,0,0,0
60,0,174,0,0,0
34,0,110,0,1,1
51,0,192,0,0,1
73,0,113,0,0,0
39,0,108,0,0,0
59,0,200,0,0,0
70,0,170,0,0,1
63,0,220,0,0,0
44,0,160,0,0,0
36,0,126,0,0,0
65,0,23,0,0,0
220,0,79,0,0,0
69,0,138,0,0,0
72,0,250,0,0,1
72,0,150,0,0,0
37,0,189,0,0,1
77,0,123,0,0,0
65,0,186,0,0,0
54,0,169,0,0,0
35,0,180,0,0,1
105,0,178,0,0,0
35,0,127,0,0,0
250,0,320,0,0,0
161,0,500,0,0,0
348,0,564,0,0,0
44,0,200,0,0,0
66,0,188,0,0,0
540,3.34,392,1,0,0
547,0,491,0,0,0
673,0,520,0,0,0
120,0,308,0,0,0
54,0,257,0,0,1
187,0,415,0,0,0
51,0,50,0,0,1
547,0,538,0,0,0
161,0,63,0,0,0
750,0,522,0,0,0
170,0,325,0,0,0
50,0,227,0,0,0
250,0,336,0,0,0
120,0,30,0,0,0
540,3.88,296,1,0,0
168,0,435,0,0,0
550,0,528,0,0,0
348,0,300,0,0,0
214,0,544,0,0,0
168,0,54,0,0,0
66,0,181,0,0,1
51,0,125,0,0,0
164,3.27,126,1,0,0
63,0,172,0,0,0
54,0,130,0,0,0
540,0,703,0,0,0
54,0,158,0,0,0
264,0,788,0,0,0
220,0,362,0,0,1
361,0,417,0,0,0
53,0,39,0,0,0
44,0,48,0,0,0
97,0,280,0,0,0
194,0,399,0,0,0
198,0,100,0,0,0
53,0,135,0,0,1
38,0,136,0,0,0
71,0,144,0,0,0
176,0,176,0,0,0
38,0,26,0,0,0
53,0,171,0,0,0
82,0,162,0,0,0
44,0,192,0,0,0
92,0,125,0,0,1
92,0,16,0,0,1
75,0,148,0,0,1
75,0,37,0,0,1
119,0,189,0,0,0
155,0,187,0,0,0
72,0,213,0,0,0
93,0,74,0,0,1
124,0,25,0,0,1
45,0,170,0,0,0
48,0,152,0,0,0
150,0,95,0,0,0
124,0,164,0,0,1
45,0,21,0,0,0
37,0,133,0,0,0
96,0,350,0,0,0
85,0,220,0,0,1
31,0,162,0,0,1
80,0,160,0,0,0
145,0,90,0,0,1
76,0,174,0,0,0
42,0,23,0,0,0
330,0,140,0,0,0
42,0,92,0,0,0
190,0,180,0,0,0
92,0,21,0,0,0
88,0,38,0,0,0
60,0,171,0,0,0
92,0,300,0,0,1
250,0,223,0,0,0
116,0,160,0,0,0
237,0,315,0,0,0
92,0,164,0,0,0
88,3.63,151,1,0,0
165,0,193,0,0,0
191,0,160,0,0,0
23,0,90,0,0,1
250,0,225,0,0,0
195,0,20,0,0,0
113,0,356,0,0,1
88,0,165,0,0,0
77,0,135,0,0,0
114,0,238,0,0,0
260,0,297,0,0,0
114,0,30,0,0,0
168,0,185,0,0,0
643,0,560,0,0,0
87,0,160,0,0,0
99,0,180,0,0,0
85,0,192,0,0,0
112,0,170,0,0,0
192,0,20,0,0,0
186,0,25,0,0,0
85,0,290,0,0,1
192,0,151,0,0,0
186,0,200,0,0,0
90,0,140,0,0,0
98,0,272,0,0,1
98,0,51,0,0,1
56,0,100,0,0,0
37,0,138,0,0,0
192,0,240,0,0,0
125,0,154,0,0,1
24,0,55,0,0,1
47,0,154,0,0,1
355,0,245,0,0,0
250,0,417,0,0,0
38,0,164,0,0,0
85,0,260,0,0,0
355,0,417,0,0,0
250,0,177,0,0,0
101,0,347,0,0,0
317,0,550,0,0,0
63,0,233,0,0,0
25,0,93,0,0,0
20,0,71,0,0,1
32,0,109,0,0,0
36,0,47,0,0,0
823,0,824,0,0,0
281,0,900,0,0,0
186,0,500,0,0,0
47,0,109,0,0,1
31,0,110,0,0,0
60,0,119,0,0,0
123,0,191,0,0,0
203,0,417,0,0,0
155,0,63,0,0,0
60,0,213,0,0,1
155,0,417,0,0,0
40,0,124,0,0,0
42,0,55,0,0,0
99,0,242,0,0,0
69,0,194,0,0,0
63,0,196,0,0,0
660,0,750,0,0,0
60,0,183,0,0,0
203,0,80,0,0,0
82,0,209,0,0,0
240,3.57,184,1,0,0
48,0,197,0,0,0
63,0,38,0,1,0
92,0,347,0,0,0
50,0,174,0,1,0
71,0,146,0,1,0
63,0,151,0,1,0
104,3.85,218,1,0,0
200,0,50,0,0,0
115,0,222,0,0,1
60,0,22,0,0,0
61,0,240,0,0,1
62,0,180,0,0,0
50,0,176,0,0,0
302,0,144,0,0,0
60,0,177,0,0,0
73,0,230,0,0,0
67,0,139,0,0,0
118,0,360,0,0,0
239,0,351,0,0,0
225,0,192,0,0,0
750,0,433,0,0,0
250,0,334,0,0,0
338,0,581,0,0,0
46,0,134,0,0,0
100,0,411,0,0,0
158,0,253,0,0,1
83,0,225,0,0,0
53,0,220,0,0,0
78,0,306,0,0,1
150,0,367,0,0,0
400,0,16,0,0,0
119,0,337,0,0,0
202,0,208,0,0,0
106,0,60,0,0,0
82,0,200,0,0,0
150,0,209,0,0,0
461,0,364,0,0,0
65,0,140,0,0,1
110,0,166,0,0,0
100,0,500,0,0,0
400,0,417,0,0,0
187,0,347,0,0,0
695,0,1184,0,0,0
119,0,412,0,0,0
140,0,425,0,0,0
82,0,50,0,0,0
106,0,240,0,0,0
433,4.9,662,1,0,1
350,0,427,0,0,1
84,0,195,0,0,0
163,0,400,0,0,0
288,0,439,0,0,0
111,0,100,0,0,0
175,0,225,0,0,0
223,0,511,0,0,0
360,0,330,0,0,1
143,0,255,0,0,1
221,0,243,0,0,0
131,0,450,0,0,0
220,0,214,0,0,0
31,0,137,0,0,1
69,0,235,0,0,0
76,0,200,0,0,1
179,0,316,0,0,0
187,0,65,0,0,0
446,0,600,0,0,0
77,0,104,0,0,0
137,0,160,0,0,1
225,0,277,0,0,0
186,0,668,0,0,0
186,0,50,0,0,0
219,0,1000,0,0,0
225,0,24,0,0,0
1110,0,150,0,0,0
105,0,225,0,0,0
60,0,127,0,0,0
303,0,446,0,1,0
64,0,175,0,0,0
62,0,215,0,0,1
246,0,50,0,0,0
234,0,500,0,0,0
120,0,54,0,0,1
103,0,384,0,0,0
116,0,200,0,0,0
138,0,345,0,0,0
121,0,235,0,0,0
120,0,286,0,0,1
246,0,400,0,0,0
127,0,23,0,0,1
118,0,32,0,0,0
318,0,624,0,0,0
135,0,49,0,0,0
100,0,232,0,0,0
164,0,75,0,0,0
230,0,672,0,0,0
1220,0,304,0,0,0
1208,0,1140,0,0,0
122,0,381,0,0,1
135,0,396,0,0,0
30,0,80,0,0,1
121,0,150,0,0,0
136,0,194,0,0,1
100,0,52,0,0,0
69,0,278,0,0,1
118,0,256,0,0,0
127,0,124,0,0,1
94,0,200,0,0,0
98,0,607,0,0,0
53,0,202,0,0,1
58,0,237,0,0,0
64,0,186,0,0,0
52,0,192,0,0,1
68,0,158,0,0,1
88,0,248,0,0,0
28,0,55,0,0,0
55,0,100,0,0,1
96,0,200,0,1,0
49,0,159,0,0,0
59,3.2,208,1,0,0
158,0,208,0,0,0
89,0,149,0,0,1
42,0,128,0,0,0
150,0,147,0,0,0
65,0,90,0,0,0
50,0,95,0,0,0
85,0,120,0,0,0
70,0,222,0,1,1
42,0,138,0,0,0
49,0,230,0,0,0
101,0,173,0,0,0
254,0,308,0,0,0
57,0,38,0,1,1
76,0,165,0,0,0
38,0,176,0,1,1
82,0,169,0,0,0
82,0,57,0,0,0
44,0,38,0,0,0
54,0,146,0,0,0
44,0,153,0,0,0
182,0,197,0,0,0
43,0,185,0,1,1
44,0,198,0,0,0
100,0,190,0,0,1
54,0,134,0,0,1
110,0,261,0,0,0
79,0,219,0,0,1
206,0,255,0,1,1
35,3.42,196,1,0,0
30,0,52,0,0,0
130,0,200,0,0,0
58,0,194,0,0,0
78,3.46,204,1,0,0
61,0,152,0,0,1
219,0,32,0,0,0
67,0,35,0,0,0
78,0,51,0,0,0
33,0,150,0,0,0
130,0,38,0,0,0
219,0,170,0,0,0
87,3.01,203,1,0,1
67,0,187,0,1,0
51,0,182,0,0,0
83,0,50,0,0,0
38,0,200,0,0,1
39,0,57,0,0,1
85,3.19,49,1,0,1
22,0,87,0,0,1
53,0,184,0,1,1
42,0,145,0,0,0
37,3.22,148,1,0,0
111,4.21,182,1,0,0
85,0,156,0,0,1
110,0,160,0,1,1
71,0,15,0,0,0
46,3.24,160,1,0,0
68,3.28,247,1,0,1
46,0,102,0,0,1
26,0,90,0,0,0
58,0,150,0,0,1
59,0,27,0,0,1
44,0,38,0,0,0
44,0,153,0,0,0
56,3.88,210,1,0,1
110,0,20,0,1,1
71,3.31,60,1,0,0
130,0,152,0,0,0
37,0,145,0,1,0
78,3.63,140,1,1,0
60,0,209,0,0,0
94,0,251,0,0,0
92,0,185,0,0,0
35,0,115,0,0,1
89,0,226,0,1,0
88,0,245,0,1,1
144,0,201,0,1,0
261,0,192,0,0,0
52,0,149,0,0,0
140,0,170,0,1,0
60,0,160,0,0,1
68,3.44,284,1,0,1
60,0,196,0,0,0
549,0,176,0,0,0
238,0,300,0,0,0
130,0,166,0,0,0
425,0,65,0,0,0
425,0,1043,0,0,0
72,3.17,133,1,0,1
96,0,21,0,0,0
96,0,114,0,0,0
54,0,147,0,0,0
462,0,136,0,0,0
137,0,360,0,0,0
58,0,146,0,0,0
52,0,52,0,0,0
720,0,1400,0,0,0
26,0,120,0,0,0
187,0,210,0,0,1
190,0,100,0,0,1
239,0,417,0,0,0
254,0,400,0,0,0
125,0,340,0,0,0
145,0,248,0,0,0
808,0,229,0,0,0
101,0,219,0,0,1
71,0,247,0,0,0
205,5.1,53,1,0,0
72,0,225,0,0,0
216,0,344,0,0,0
44,3.73,155,1,0,0
198,0,150,0,0,0
83,0,192,0,0,1
162,0,24,0,0,0
92,0,229,0,0,1
51,0,226,0,0,0
84,0,219,0,0,1
58,5.61,190,1,0,0
205,0,285,0,0,0
177,0,278,0,0,0
177,0,35,0,0,0
65,0,178,0,0,0
84,0,238,0,0,0
73,4.16,201,1,0,0
162,0,192,0,0,0
53,0,178,0,0,1
106,0,226,0,0,0
45,0,67,0,0,1
559,0,180,0,0,0
405,0,247,0,0,0
87,0,198,0,0,0
111,0,216,0,0,0
39,0,146,0,0,1
42,0,112,0,0,0
504,0,483,0,0,1
55,0,157,0,0,0
504,0,60,0,0,1
113,0,52,0,0,0
113,0,278,0,0,0
276,0,250,0,0,0
39,0,26,0,0,1
128,0,405,0,0,0
51,0,188,0,0,0
33,0,158,0,0,0
27,0,50,0,0,0
102,0,288,0,0,0
39,0,106,0,0,1
35,0,100,0,0,1
87,0,118,0,0,1
72,0,209,0,0,1
175,0,160,0,0,0
83,0,118,0,0,1
221,0,400,0,0,1
63,0,155,0,0,0
700,0,417,0,0,0
300,0,679,0,0,0
1596,0,607,0,0,0
212,0,151,0,0,0
343,0,480,0,1,1
71,0,222,0,0,1
1500,0,401,0,0,0
77,0,45,0,0,0
68,0,148,0,0,0
600,0,718,0,0,1
77,0,181,0,0,0
400,0,394,0,0,0
88,0,285,0,0,0
198,0,288,0,0,0
298,0,400,0,0,1
150,0,344,0,0,0
142,0,248,0,0,1
126,0,100,0,0,0
149,0,416,0,0,0
494,0,63,0,0,0
716,0,600,0,0,0
250,0,306,0,0,0
115,0,316,0,0,0
574,0,390,0,0,0
270,0,547,0,0,0
616,0,500,0,0,0
100,0,290,0,0,0
600,0,1500,0,0,1
420,0,350,0,0,1
98,0,238,0,1,0
337,0,334,0,0,1
42,0,144,0,0,0
72,0,322,0,0,0
494,0,417,0,0,0
464,0,1000,0,0,0
167,0,96,0,0,0
476,0,671,0,0,0
167,0,512,0,0,0
90,0,280,0,0,1
128,0,296,0,0,0
384,0,401,0,0,0
630,0,912,0,0,0
400,0,400,0,0,0
300,0,820,0,0,0
547,0,869,0,0,0
336,0,808,0,0,0
336,0,101,0,0,0
48,0,50,0,0,0
114,0,385,0,0,0
45,0,219,0,0,1
77,0,166,0,0,0
109,0,309,0,0,0
95,0,332,0,0,0
128,0,266,0,0,0
272,3.49,240,1,0,0
160,0,223,0,0,0
160,0,28,0,0,0
852,0,1300,0,0,0
118,0,260,0,0,0
217,0,580,0,0,0
184,0,192,0,0,1
705,0,417,0,0,0
459,0,1500,0,0,0
459,0,180,0,0,0
140,0,70,0,0,0
55,0,25,0,0,0
79,5.45,39,1,0,0
48,0,125,0,0,0
140,0,375,0,0,0
131,0,250,0,0,0
79,0,206,0,0,0
100,0,278,0,0,1
250,0,149,0,0,0
120,0,230,0,0,1
450,0,150,0,0,0
258,0,157,0,0,0
250,0,28,0,0,0
250,0,20,0,0,0
104,0,232,0,0,0
220,0,417,0,0,0
585,0,459,0,0,1
42,0,152,0,0,0
69,0,275,0,0,1
220,0,152,0,0,0
92,0,305,0,0,1
87,0,256,0,0,1
62,0,228,0,0,0
210,0,190,0,0,0
175,0,383,0,0,0
136,0,478,0,0,1
140,0,170,0,0,1
153,0,265,0,0,1
110,0,150,0,0,1
90,0,251,0,0,1
253,0,404,0,0,0
142,0,252,0,0,0
236,0,360,0,0,0
70,0,227,0,0,0
62,0,29,0,0,0
585,0,459,0,0,1
80,3.24,175,1,0,0
60,0,256,0,0,1
230,0,450,0,0,0
64,0,265,0,0,0
148,0,230,0,0,0
168,0,417,0,0,0
168,0,78,0,0,0
50,0,205,0,0,1
85,0,148,0,0,1
240,0,200,0,0,0
840,0,417,0,0,0
134,0,276,0,0,0
475,0,264,0,0,0
117,0,278,0,0,0
138,0,109,0,0,0
526,0,900,0,0,0
462,0,460,0,0,0
101,0,385,0,0,0
103,0,270,0,0,0
89,0,160,0,0,0
525,0,417,0,0,0
462,0,58,0,0,0
142,0,238,0,1,0
101,0,71,0,0,0
390,0,392,0,0,0
41,0,128,0,0,0
24,0,80,0,0,0
51,3.09,169,1,0,0
350,0,320,0,0,0
76,0,209,0,0,0
133,0,256,0,0,1
1560,0,400,0,0,0
185,0,198,0,0,1
180,0,125,0,0,0
127,0,250,0,0,0
117,0,261,0,0,0
55,0,200,0,0,0
70,0,157,0,0,1
142,0,236,0,0,1
142,0,30,0,0,1
312,0,408,0,0,1
1586,0,1000,0,0,0
253,0,400,0,0,0
200,0,225,0,1,1
192,0,417,0,0,0
63,0,148,0,0,0
574,0,701,0,0,0
221,0,195,0,0,0
221,0,37,0,0,0
343,0,248,0,0,0
149,0,340,0,0,0
278,0,350,0,0,0
490,0,400,0,0,0
75,0,266,0,0,0
235,0,400,0,0,1
400,0,216,0,0,0
130,0,99,0,0,1
102,0,144,0,0,0
112,0,200,0,0,0
210,0,370,0,0,1
66,0,143,0,0,1
50,0,218,0,0,0
114,0,280,0,0,0
79,0,109,0,0,0
158,0,336,0,0,0
750,0,570,0,0,0
530,0,554,0,0,0
264,0,250,0,0,0
1460,0,632,0,0,0
551,0,525,0,0,1
170,0,342,0,0,0
300,0,304,0,0,0
808,0,724,0,0,0
81,0,417,0,0,1
359,0,625,0,0,0
532,0,460,0,0,0
211,0,300,0,0,0
808,0,91,0,0,0
90,0,330,0,0,0
489,0,417,0,0,0
417,0,490,0,0,0
507,0,529,0,0,0
307,0,672,0,0,0
512,0,750,0,0,0
620,0,812,0,0,0
749,0,33,0,0,0
560,0,675,0,0,0
700,0,725,0,0,0
316,0,326,0,0,0
225,0,57,0,0,0
408,0,350,0,0,1
749,0,417,0,0,0
225,0,456,0,0,0
764,0,1240,0,0,0
945,0,280,0,0,0
392,0,1000,0,0,0
54,0,175,0,0,0
36,0,191,0,0,0
1201,0,628,0,0,0
43,0,124,0,0,1
184,0,100,0,0,1
327,0,600,0,0,0
40,0,175,0,1,0
42,0,132,0,0,1
455,0,750,0,0,0
336,0,1000,0,0,0
1313,0,900,0,0,0
321,0,742,0,0,0
131,0,795,0,0,0
369,0,430,0,0,0
101,0,540,0,0,1
1490,0,700,0,0,0
639,0,998,0,0,0
613,0,1500,0,0,0
32,0,95,0,0,1
72,0,190,0,0,1
600,0,1200,0,0,0
188,0,454,0,0,0
171,0,241,0,0,0
102,0,414,0,0,1
137,3.87,300,1,0,0
601,0,274,0,0,0
345,0,120,0,0,0
269,0,400,0,0,1
221,0,1000,0,0,0
64,0,132,0,0,0
349,0,251,0,0,1
125,0,308,0,0,0
170,0,328,0,0,0
157,0,184,0,0,0
60,0,167,0,0,0
39,0,220,0,0,1
168,0,198,0,0,0
32,3.25,78,1,0,0
171,7.38,65,1,0,0
171,0,260,0,0,0
77,0,391,0,0,0
315,0,135,0,0,0
278,0,376,0,0,1
113,0,355,0,0,0
198,0,152,0,0,0
97,0,242,0,0,0
419,0,123,0,0,0
53,0,275,0,0,0
253,0,650,0,0,0
47,3.45,59,1,0,0
76,0,172,0,0,0
360,0,172,0,0,0
25,0,30,0,0,1
18,0,50,0,0,0
143,0,134,0,0,0
105,0,280,0,0,1
94,0,125,0,0,0
185,0,415,0,0,0
518,0,375,0,0,0
69,0,150,0,0,1
143,0,186,0,0,0
26,0,60,0,0,1
201,0,288,0,0,0
250,3.3,440,1,0,0
147,0,225,0,0,1
260,0,417,0,0,0
87,0,250,0,0,0
110,0,150,0,0,0
135,0,326,0,0,1
135,0,61,0,0,1
94,0,146,0,0,0
52,0,126,0,0,0
41,0,85,0,0,0
32,0,136,0,0,1
558,0,196,0,0,0
336,0,256,0,0,0
71,0,300,0,0,0
110,4.39,23,1,0,0
71,0,228,0,0,0
116,0,109,0,0,0
77,0,148,0,0,0
117,0,351,0,0,0
495,0,528,0,0,0
1031,0,560,0,0,0
116,0,196,0,0,0
324,0,264,0,0,1
278,0,750,0,0,0
1642,0,500,0,0,0
180,0,380,0,0,0
125,0,160,0,0,0
439,0,174,0,0,0
57,0,206,0,0,0
620,0,200,0,0,0
360,0,880,0,0,0
360,0,110,0,0,0
420,0,398,0,0,0
253,0,193,0,0,1
431,0,196,0,0,0
105,0,675,0,0,0
44,0,75,0,0,0
269,0,303,0,0,0
129,0,250,0,0,0
31,0,111,0,0,1
69,0,270,0,0,0
40,0,120,0,0,0
100,0,296,0,0,0
40,0,285,0,0,1
44,3.01,50,1,0,0
348,0,350,0,0,0
1650,0,572,0,0,0
206,0,135,0,0,0
260,0,910,0,0,0
178,0,263,0,0,0
178,0,263,0,0,0
36,5.06,45,1,0,0
206,0,150,0,0,0
166,5.82,40,1,0,0
166,0,214,0,0,0
109,0,214,0,0,0
221,0,211,0,0,0
221,5.59,40,1,0,0
174,4.23,217,1,0,0
301,0,116,0,0,0
301,0,104,0,0,0
94,4.33,132,1,0,0
162,4.3,132,1,0,0
182,4.9,148,1,0,0
86,3.74,210,1,0,0
299,3.07,139,1,0,0
299,3.08,128,1,0,0
299,3.08,128,1,0,0
1020,3.36,419,1,0,0
216,0,360,0,0,0
216,0,90,0,0,0
180,0,228,0,0,0
264,7.89,23,1,0,0
264,3.42,180,1,0,0
289,0,229,0,0,0
46,0,107,0,0,0
96,0,264,0,0,0
96,5.18,66,1,0,0
114,0,244,0,0,0
114,6.45,31,1,0,0
66,0,180,0,0,0
66,6.75,45,1,0,0
370,5.05,329,1,0,0
222,3.71,473,1,0,1
240,7.83,27,1,0,0
240,0,134,0,0,0
498,0,450,0,0,0
150,5.14,50,1,0,0
101,3.79,203,1,0,0
149,0,232,0,0,0
149,6.77,58,1,0,0
462,3.01,507,1,0,0
462,0,63,0,0,0
125,3.66,236,1,0,1
70,7.55,28,1,1,0
70,3.15,220,1,1,0
78,4.34,225,1,1,0
108,3.14,250,1,1,0
60,3.62,225,1,1,0
318,4.18,249,1,0,1
312,4.17,249,1,0,1
519,3.64,318,1,0,1
360,3.51,230,1,0,0
108,3.13,369,1,0,0
240,0,132,0,0,1
155,4.22,195,1,0,0
68,0,220,0,0,1
78,3.16,185,1,1,0
126,0,214,0,0,0
114,3.46,165,1,0,0
74,4.21,72,1,1,0
220,3.7,191,1,0,0
220,3.9,216,1,0,0
96,3.15,240,1,0,1
114,3.08,270,1,0,1
153,3.11,307,1,0,1
153,6.82,38,1,0,1
66,4.26,151,1,0,1
386,3.28,359,1,0,0
239,3.3,417,1,0,0
896,3.19,1360,1,0,0
166,3.21,348,1,0,0
199,0,400,0,0,0
199,5.26,107,1,0,0
190,0,196,0,0,0
115,3.56,143,1,0,0
168,0,433,0,0,0
675,0,526,0,0,0
675,0,66,0,0,0
160,0,236,0,0,0
107,3.23,115,1,0,1
162,0,144,0,0,0
214,0,400,0,0,0
27,0,50,0,0,1
81,0,90,0,0,1
150,0,258,0,0,0
35,0,106,0,0,1
32,0,171,0,0,1
1600,0,855,0,0,0
140,0,264,0,0,0
90,0,207,0,0,1
330,0,250,0,0,0
84,0,164,0,0,1
79,3.42,299,1,0,1
48,0,166,0,0,0
84,0,225,0,0,0
432,0,1080,0,1,1
48,0,165,0,0,1
95,0,196,0,0,0
66,4.46,262,1,0,1
41,0,152,0,0,0
67,0,155,0,0,1
102,0,305,0,0,0
161,0,180,0,0,1
58,3.83,239,1,0,0
156,0,352,0,0,0
74,0,45,0,0,0
131,0,190,0,0,1
134,0,265,0,0,0
308,0,170,0,0,0
77,0,204,0,0,0
238,0,405,0,0,1
110,0,100,0,0,0
73,0,197,0,0,0
39,0,161,0,0,1
89,0,382,0,0,0
126,0,246,0,0,0
120,0,246,0,0,0
81,0,235,0,0,1
185,0,464,0,0,0
108,0,238,0,0,1
294,0,164,0,0,0
113,0,228,0,0,1
144,0,244,0,0,0
34,0,111,0,0,1
232,0,417,0,0,0
36,0,135,0,0,0
72,0,180,0,0,1
251,3.58,608,1,0,0
195,0,226,0,0,0
185,0,415,0,0,0
187,0,150,0,0,0
65,0,172,0,0,0
93,0,205,0,0,0
296,0,312,0,0,0
204,0,880,0,0,1
45,0,199,0,0,1
44,3.58,203,1,1,0
42,0,200,0,1,0
79,0,192,0,0,1
120,0,313,0,0,0
48,0,90,0,0,0
12,0,44,0,0,0
62,0,133,0,0,0
55,0,208,0,0,0
68,0,180,0,0,0
65,0,189,0,0,1
51,0,206,0,0,0
40,0,125,0,0,0
35,0,138,0,0,0
45,3.15,179,1,0,0
838,0,162,0,0,0
79,0,140,0,0,1
105,0,205,0,0,0
70,0,208,0,0,0
260,0,372,0,0,0
125,0,417,0,1,0
530,0,116,0,0,0
530,0,23,0,0,0
98,0,316,0,0,0
57,0,290,0,1,1
48,0,150,0,0,0
135,0,350,0,0,0
81,0,170,0,0,0
44,0,160,0,0,0
200,0,292,0,0,0
162,0,188,0,0,0
309,0,293,0,0,0
743,0,535,0,0,0
550,0,825,0,0,0
442,0,720,0,0,0
403,0,417,0,0,0
322,0,248,0,0,0
207,0,278,0,0,0
165,6.1,598,1,1,0
540,3.28,285,1,0,0
342,0,300,0,0,0
180,0,182,0,0,0
760,0,417,0,0,1
198,0,237,0,0,0
196,0,417,0,0,1
200,0,700,0,0,0
279,0,503,0,0,0
122,0,417,0,0,0
173,0,417,0,0,0
98,0,321,0,0,0
78,0,377,0,0,1
1570,0,200,0,0,0
180,6.24,608,1,0,0
432,0,677,0,0,0
148,0,246,0,0,0
1100,0,250,0,0,0
106,0,200,0,0,0
68,0,154,0,0,1
46,0,188,0,0,0
270,0,417,0,0,0
75,0,299,0,0,1
182,6,540,1,0,0
176,0,392,0,0,0
99,0,200,0,0,0
141,0,350,0,0,1
480,0,276,0,0,0
153,0,275,0,0,0
123,0,306,0,0,1
78,0,243,0,0,0
403,0,272,0,0,0
403,0,259,0,0,0
88,0,210,0,0,0
36,0,120,0,0,0
133,0,312,0,0,0
55,3.01,210,1,0,0
205,0,348,0,0,0
556,0,415,0,0,0
239,0,340,0,0,0
171,0,393,0,0,0
288,0,612,0,0,0
67,0,140,0,0,1
518,0,330,0,0,0
1059,0,1200,0,0,0
480,0,195,0,0,0
554,0,448,0,0,0
900,0,575,0,0,0
69,0,96,0,0,0
169,0,195,0,0,1
169,0,37,0,0,1
44,3.93,205,1,0,0
43,0,196,0,0,0
48,0,151,0,0,1
32,3.98,155,1,0,0
151,0,292,0,0,0
151,0,37,0,0,0
300,0,150,0,0,0
135,0,146,0,0,0
653,0,350,0,0,0
80,3.97,297,1,0,1
82,5.12,51,1,0,1
82,0,204,0,0,1
58,4.34,172,1,0,0
78,3.54,310,1,0,0
135,0,280,0,0,1
61,3.82,229,1,0,0
67,0,239,0,0,1
50,0,258,0,0,1
97,3.32,245,1,0,0
84,4.37,220,1,0,1
52,0,320,0,0,0
62,4.24,233,1,0,0
142,0,100,0,0,1
77,4.56,265,1,0,0
52,3.47,190,1,0,0
98,3.26,211,1,0,1
64,4.35,160,1,0,0
52,3.25,180,1,0,0
45,0,143,0,0,1
66,4.21,230,1,0,0
81,3.55,211,1,0,1
112,3.28,336,1,0,1
55,0,232,0,0,1
80,3.38,260,1,0,0
82,0,173,0,0,0
72,3.02,250,1,0,0
57,0,184,0,0,1
35,0,170,0,1,1
106,0,158,0,0,0
53,0,128,0,0,1
76,0,205,0,0,1
63,3.57,154,1,0,1
540,0,400,0,0,0
441,0,312,0,0,0
67,0,106,0,0,1
31,3.03,90,1,0,1
412,0,417,0,0,1
191,0,200,0,0,0
94,0,242,0,0,0
